1.841437922060237042e+00 -4.774053128280684177e-01 -2.810248453164149396e+00 1.977715109843643404e+00 -2.339294539099228132e-01 -1.535611547647135922e+00 -2.634429811157588119e-01 9.275139645890249085e-01 8.050589320575909369e-01 -9.550694803069745831e-01 1.975207469376982772e-01 1.183313072441933400e+00 4.222721462365370826e-01 -1.225278092324060708e+00 -2.975857360297595733e-01 2.431249160285915423e+00 -1.025869681761378160e+00 4.384616169600121793e-01
1.874689643024794350e+00 -7.476033792914336118e-01 -3.695711227561560008e+00 2.137159119649368222e+00 -4.309232457330836041e-03 -1.307752766114049336e+00 -6.258091418708318088e-01 9.624233334434393328e-01 4.492486784565699054e-01 -9.630595263377017545e-01 -7.069527860169273481e-01 2.609227132164505747e+00 9.692304190821232623e-02 3.004798815682079294e-01 1.253632324598129344e+00 2.616423099684197950e+00 1.144000884573415533e+00 -6.056322769454709487e-01
1.801610535503300525e+00 -4.765446527678705024e-01 -3.320384905239052387e+00 1.700879128266933549e+00 -7.645240884901340905e-01 -1.954228950194647041e+00 -4.689425661931636569e-01 9.235402282160976029e-01 8.068250429430463555e-01 -8.833027403973119362e-01 6.627550711154981400e-01 1.148583202449572127e+00 -1.297906837498885579e-02 -2.609046593261155067e-01 -1.910396290422795573e-01 1.764134732649381476e+00 3.050474440733523807e-01 8.980001865947997430e-01
1.865041104068438926e+00 -6.235381276619591517e-01 -2.910195593581875073e+00 1.778469201208054074e+00 1.307539270135293918e-01 -1.910672110499149312e+00 -4.433064062754965562e-02 9.872788859497632075e-01 8.479801014912027313e-01 -7.246860129109791160e-01 6.654567657546976989e-01 1.550438444104884184e+00 1.385763601456346805e-01 -1.290062809906885377e+00 -5.297811810972234525e+00 2.365274813781070407e+00 -5.185157980954500090e-01 -5.208450568184161966e-01
1.817261999046309029e+00 -6.443118188824428216e-01 -3.391292046352418765e+00 1.660348226378573600e+00 2.371060951847994147e-01 -1.119907860617217921e+00 -9.762394115696224617e-01 1.016094147836383854e+00 2.751559896460094023e+00 -1.138306705706781941e+00 5.468280893273913534e-02 1.889883839184221870e+00 1.529650907944414939e+00 4.676127520592672226e-01 1.177754677928533056e+00 1.955930698297834169e+00 7.856946804295148468e-01 -4.148997664901798998e-01
1.756147217977655828e+00 -5.324946388690818821e-01 -3.020468200178356710e+00 1.617968045326506399e+00 -2.494169634670697633e-01 -1.732737956531423151e+00 -1.950549107530150650e-01 8.534529442172242852e-01 8.212540820441063261e-01 -1.073090973870876041e+00 5.565021331358366297e-02 1.215037121766727068e+00 5.470946030027334928e-01 -2.221936879686836619e-02 -4.718402786352271505e-01 2.345325886909904511e+00 9.035860108633642085e-02 -5.732792086596418812e-01
1.749542065733464824e+00 -7.490080033870754050e-01 -3.252870401283189494e+00 1.828856250369085501e+00 -4.886599291762649955e-02 -1.988621346255968092e+00 -9.802803893053351203e-01 9.999649066985512036e-01 8.349788753428128985e-01 -1.151282420904408355e+00 -2.120689646221762814e-01 1.858567052358012006e+00 -2.893802580897499865e-01 2.740302049184720090e+00 -5.624812248806847492e-01 2.247245476156422228e+00 -5.454782214724218647e-01 -1.598917672794414102e+00
1.772584178099293695e+00 -6.945216469221691113e-01 -3.452534217768175040e+00 1.950315143398142936e+00 -6.562752371792157646e-02 -1.678276446068025507e+00 -1.601705862559583693e+00 1.088449451488259001e+00 -6.289802267924642365e-01 -7.553996471247046429e-01 -3.735795210111518827e-01 1.687614463629188322e+00 2.706369761388941697e+00 -1.762324746748618054e+00 -1.623463412084220181e+00 1.052418527671761694e+00 1.049954733511640370e+00 2.182435557451753994e-01
1.947341795383579210e+00 -6.015148403522516674e-01 -3.625372949929783317e+00 2.097709145280987286e+00 6.950585622314520151e-02 -1.716313097905754148e+00 -9.320717104064897285e-01 9.743597488284194696e-01 8.836272050623392715e-01 -7.407380274416937027e-01 8.432072310779403779e-02 1.390556123544456568e+00 -2.058105464857362676e-02 1.078016782926169981e-01 -2.462211501479032449e-01 1.983123864271419734e+00 -3.700896411419307697e-01 -8.817509722398426675e-01
1.832302479632488712e+00 -8.131788927420302571e-01 -3.154265053871085911e+00 1.729109860873791149e+00 4.521053516381243753e-01 -1.706924969583383245e+00 -1.890571513044960739e-01 1.114820764192472780e+00 8.762925131920837885e-01 -1.206434094872520291e+00 3.167434353222233767e-01 1.317121323683977607e+00 -5.907937344154561288e-01 1.622273990577014047e+00 1.467012352823076071e-01 1.931079480849803076e+00 -6.343440641776396660e-01 -5.450768536697978561e-01
1.847791837703994133e+00 -5.140703346231703108e-01 -2.997351232389178222e+00 1.648331787083634481e+00 -5.451316559344832058e-02 -1.295964885637772568e+00 -1.372750896937304788e-01 1.049900273088042013e+00 8.449323744780485868e-01 -1.145451247034543485e+00 6.036573552275967813e-01 1.594253080790622334e+00 3.098617652689426905e+00 1.517358457062982779e-01 1.071169784137964598e+00 2.152928258197334799e+00 2.530935544887142896e-01 -6.689729548766081280e-01
1.606432816123174234e+00 -7.617565557667944631e-01 -3.484818008958768587e+00 2.399703359973614170e+00 6.941631647944177530e-01 -5.908516522307536434e-01 -1.701310473802095657e-01 1.197340544387316186e+00 8.288641214933250012e-01 -6.608490523142336315e-01 8.220255644789631333e-01 4.400786292433167546e-01 2.926360422720790666e-01 -2.183993495073082158e-01 1.118006353463897540e+00 1.949554576710852416e+00 9.308886649441774352e-01 -6.055388989502716868e-01
