2.350969682161127139e+02 4.462849480003484359e+00 1.433403502994688097e+02 1.324258050336709402e+00 1.551062570976025654e+02 1.699047082358987382e+00
4.068812333679412632e+02 4.407525874125155951e+00 2.016638740846792643e+02 1.379623833316628634e+00 3.160513742618314268e+02 3.503781887733453004e+00
5.571499824543111572e+02 3.991431308190954041e+00 4.055505155068144632e+02 4.706069035648113186e+00 4.747076229021727158e+02 5.132400575920485153e+00
6.637090661228844510e+02 1.067491013919300258e+01 5.276683426319615364e+02 6.391828331697979593e+00 6.016414369415069814e+02 8.164147697891735334e+00
8.398023724707746851e+02 8.705913056836379837e+00 7.030915535479446135e+02 6.916632545102061158e+00 7.596100016336092722e+02 8.024841498621526625e+00
1.007038976069564683e+03 7.848607213317336573e+00 8.363325893144652809e+02 7.476023822672686947e+00 9.222467203413946208e+02 7.778618739514172375e+00
1.159623872691806355e+03 8.299696817354060840e+00 1.008783828666728823e+03 8.319491472363552020e+00 1.083318837496858350e+03 7.893726195914950949e+00
1.297830204570690967e+03 1.010434053199219306e+01 1.155746804614077973e+03 8.446791209017192159e+00 1.227442683691404909e+03 9.402341761800698805e+00
1.461004398436596148e+03 1.026248576750958819e+01 1.319843435351339849e+03 9.021760326914090911e+00 1.385137510646100509e+03 9.813125006859763744e+00
1.628563534496348211e+03 8.879678864581364905e+00 1.467167284191439649e+03 9.394643800964786351e+00 1.545939492954727939e+03 9.124655341179504831e+00
1.780465379482298886e+03 9.465774326923337867e+00 1.632855421389541334e+03 9.682514554795943695e+00 1.707364382033532365e+03 9.233137577068191604e+00
1.926447065956255301e+03 1.124795397434650113e+01 1.789286321924312688e+03 9.743565468492306536e+00 1.856189266809768014e+03 1.024722643770496688e+01
2.085000890568619070e+03 1.315939793478673892e+01 1.949767277463760593e+03 1.002808973081164368e+01 2.014840477296935433e+03 1.072292727448575533e+01
2.256578226149682450e+03 9.169319692083263362e+00 2.104821404496369723e+03 1.065221848524015513e+01 2.177514588175677545e+03 1.010005094888856547e+01
2.407559528033478273e+03 1.049292117202185182e+01 2.266689779224383528e+03 1.037299888728875885e+01 2.338316139818643023e+03 9.873908817941355665e+00
2.557358882836938392e+03 1.197998505733539787e+01 2.429379290786021556e+03 1.059851149566111417e+01 2.490527683048095241e+03 1.102042759816231410e+01
2.713276396557582302e+03 1.120533544841919138e+01 2.586566192788166063e+03 1.078147272114802036e+01 2.648362040145186256e+03 1.100925793526448615e+01
2.891492627849290329e+03 9.509131115485160990e+00 2.746948111537064506e+03 1.083808630031353459e+01 2.814557390309447328e+03 1.046580251177601895e+01
2.357394848073869014e+02 4.641815476478825531e+00 1.433699958497643934e+02 1.444672600894165271e+00 1.548633879819920480e+02 1.724654344025594810e+00
4.064938815641130532e+02 4.308116644125902894e+00 2.006289521524481074e+02 1.390679322525670614e+00 3.159603031327584972e+02 3.653968027975679433e+00
5.577964331183532067e+02 3.821343913591590535e+00 4.060680046042358526e+02 4.723791986425283085e+00 4.749528567492177444e+02 5.097740773818145499e+00
6.656884385998358766e+02 9.583527466940722661e+00 5.285419888306455505e+02 6.360910628018359603e+00 6.028763578752283365e+02 8.171446437681652242e+00
8.418615012155974000e+02 8.831006217850358553e+00 7.043007732532867067e+02 7.003428085533755620e+00 7.610677461844577465e+02 8.475087405091016990e+00
1.007810985735400664e+03 7.690143402356397928e+00 8.377031252575668532e+02 7.646533527497126670e+00 9.234627270887916666e+02 7.800867921753251721e+00
1.160446731293296580e+03 8.634642034327725924e+00 1.010334051011171937e+03 8.574395394183056851e+00 1.084494192628956625e+03 8.003888824149953507e+00
1.299888415217296370e+03 1.022042728736255413e+01 1.157343774056426355e+03 8.541410874545135812e+00 1.229251333637959306e+03 9.514040999115877639e+00
1.463707675961030873e+03 9.979934603468564092e+00 1.321883664311994607e+03 9.158939253411517711e+00 1.387268333322145281e+03 9.743292561934140394e+00
1.630503346918119405e+03 8.880010818532127814e+00 1.469593708682628403e+03 9.769783114760457465e+00 1.548023471236297837e+03 9.245091665969994210e+00
1.782890780625628395e+03 9.858416161210470818e+00 1.635109285961009164e+03 9.361369766910229373e+00 1.709521064984543955e+03 9.307879886150658422e+00
1.929375679080516647e+03 1.109619233327703114e+01 1.791828103486386908e+03 9.762437359683190152e+00 1.858760497423407287e+03 1.027801401170313511e+01
2.088532298971981618e+03 1.132708142589581257e+01 1.952417553178007438e+03 9.566157732632973421e+00 2.017825994877318408e+03 1.055309018699085755e+01
2.259761424546260514e+03 1.025613837692162633e+01 2.108005448635918583e+03 1.053213159601273219e+01 2.180364848619595250e+03 1.011845024848798857e+01
2.410976353767736327e+03 9.898557704108952748e+00 2.269990311427774941e+03 1.053611715925444514e+01 2.341116019860841789e+03 1.012669837940757134e+01
2.560893388490146208e+03 1.111749935630768960e+01 2.432777496569842697e+03 1.061858046777069831e+01 2.493846853303504759e+03 1.097031650129110858e+01
2.716675910076198761e+03 1.134262362860681606e+01 2.590365199329746247e+03 1.070037250024915920e+01 2.652033028119620212e+03 1.120380888963381949e+01
2.894349988444639166e+03 9.820398562381797092e+00 2.749949086026739678e+03 1.092594040834910629e+01 2.818202978503436498e+03 1.054808693026052424e+01
2.353944693261644261e+02 4.468364251459462366e+00 1.432862061794919555e+02 1.599415436977409399e+00 1.549821202519751182e+02 1.691673666354830630e+00
4.060063866971787547e+02 4.388467994730376631e+00 2.011063708073755834e+02 1.394936971219976840e+00 3.156827407043917901e+02 3.317596403937159266e+00
5.575770568563876850e+02 4.113253360015960425e+00 4.054433345876255999e+02 4.463790147647273443e+00 4.744036901419472088e+02 5.148187302467874815e+00
6.634715440888746798e+02 9.917294848529422779e+00 5.275247248407522420e+02 6.319041317374285427e+00 6.014169914671551851e+02 8.097068394791790524e+00
8.397786877207837506e+02 9.011323147013172274e+00 7.030812145516352984e+02 6.889686719724977593e+00 7.596781713308132566e+02 8.039872591536664004e+00
1.006526561459130221e+03 8.099675486308342442e+00 8.362990529302094274e+02 7.461487609620121475e+00 9.220229018433948340e+02 7.721981675730830830e+00
1.159223360851166944e+03 9.025236293902025864e+00 1.008770305347482122e+03 8.314769076479933574e+00 1.082971555805874232e+03 7.573850317506185092e+00
1.297537725286144450e+03 9.953408114857438704e+00 1.155704801082064023e+03 8.448044415065396606e+00 1.227246717403300408e+03 9.297552658707218143e+00
1.460916459195223979e+03 1.021369361701476919e+01 1.319954192616398359e+03 9.017642100031707741e+00 1.385062597958844663e+03 9.697998758590074431e+00
1.628094839533021059e+03 8.754520761548292285e+00 1.467306309733121225e+03 9.327624122033739695e+00 1.545726334715027406e+03 9.057146375185084253e+00
1.780208358718639829e+03 9.385878641048748250e+00 1.632930524967991914e+03 9.671628871092480040e+00 1.707105008257707595e+03 9.012709858339803759e+00
1.926053331587048433e+03 1.061815918178490392e+01 1.789352580504985099e+03 9.643020193476786517e+00 1.855895190073732010e+03 1.012461157123834710e+01
2.084771451599986449e+03 1.270233807870408782e+01 1.949790668279564670e+03 9.997334570634620832e+00 2.014768671455912227e+03 1.041898135772476053e+01
2.256164029077258419e+03 8.915534436751840985e+00 2.104958288551355508e+03 1.044958027794973532e+01 2.177189448778243786e+03 9.981878761445841519e+00
2.406660127863470734e+03 9.002241989760932483e+00 2.266694243366409864e+03 1.026525942316811779e+01 2.337918578710879501e+03 9.814568138349386572e+00
2.556719929114313345e+03 1.126537280727870893e+01 2.429413015908282432e+03 1.053957400707940906e+01 2.490141065388681454e+03 1.087384580482103047e+01
2.712271343283309761e+03 1.122539827528453316e+01 2.586462501007694300e+03 1.052161112539442911e+01 2.647901060244998007e+03 1.102763646272705955e+01
2.890635585332543087e+03 9.660997547029637644e+00 2.746636839539444736e+03 1.103141225305398621e+01 2.814156522785893230e+03 1.033785385058217798e+01
2.355528308132153654e+02 4.591823648024558224e+00 1.434970336816497252e+02 1.469070815701314814e+00 1.549331888048332928e+02 1.704701310285827276e+00
4.063172288769829947e+02 4.266603482670916492e+00 2.008211706611522231e+02 1.376736199682142114e+00 3.158401353045728683e+02 3.450541984854055499e+00
5.570385465855665643e+02 3.836662451925349160e+00 4.055150201468489968e+02 4.753367274360925876e+00 4.745096426671821064e+02 5.162780724841525171e+00
6.642225001287425812e+02 1.060540601772390801e+01 5.275395504880568751e+02 6.395158015270112628e+00 6.017091510110341233e+02 8.177626545962993987e+00
8.401794927747373549e+02 9.353194129158623582e+00 7.029947033374558032e+02 7.159246520929514190e+00 7.596165326452239697e+02 8.011207824184452875e+00
1.006289447362989222e+03 7.612515326465199905e+00 8.359971498320830960e+02 7.430997920657659961e+00 9.219111550949921821e+02 7.794206068151765976e+00
1.159573939145570648e+03 8.876651187368224782e+00 1.008441865060590089e+03 8.344579545591500391e+00 1.082677516710146392e+03 7.530208985282342837e+00
1.297552519475316558e+03 1.009869633159996738e+01 1.155254243865801072e+03 8.368360700467746938e+00 1.227104828762019679e+03 9.397233137003695447e+00
1.460930138120139873e+03 1.025417981292798686e+01 1.319492122064718387e+03 9.003317713536262090e+00 1.384780770571535186e+03 9.823642169284539705e+00
1.627741595582516538e+03 8.817647284872691671e+00 1.466685562479433656e+03 9.512850201282162743e+00 1.545310321336527522e+03 9.245020046629406352e+00
1.780310291387075267e+03 9.200530646454808448e+00 1.632333705719858017e+03 9.531976459308680205e+00 1.706616063440386597e+03 9.187786802444406931e+00
1.925850349244871268e+03 1.060459891710252123e+01 1.788575409790267713e+03 9.766649082389449177e+00 1.855531296837471018e+03 1.018914594148986907e+01
