8.404988678316313022e-01 6.586631780009732928e-03
1.913143762224448041e+00 1.986925350599721973e-02
2.887935302393046300e+00 2.495126457798013675e-02
3.910624469103518130e+00 2.702161983046291738e-02
4.889158011345701382e+00 2.798464084670104768e-02
5.875362657838730129e+00 2.894494046372475538e-02
6.840986292927047963e+00 2.935104195790128045e-02
7.809416429570553930e+00 2.956898133894991787e-02
8.392113354215208210e-01 6.579816787062209293e-03
1.913083848489721017e+00 2.004523835927063402e-02
2.889825933450826945e+00 2.585735594318672170e-02
3.911195512407084074e+00 2.733778640064565835e-02
4.890375233594816073e+00 2.864696664222421418e-02
5.875367779630655818e+00 2.901598123237825178e-02
6.840859235853488762e+00 2.939254523039647182e-02
7.809163349260889397e+00 2.976802037151138336e-02
8.399721390588169578e-01 6.736552565540177007e-03
1.912422531794837344e+00 1.977264190242711273e-02
2.888007646221192992e+00 2.516518124139555113e-02
3.910058116587194377e+00 2.697643479892430918e-02
4.888828356219089954e+00 2.805647511555520168e-02
5.874343566874483002e+00 2.894618404489612828e-02
6.839811224765592002e+00 2.928216320243492987e-02
7.807714566637409703e+00 2.942965786092521796e-02
8.400491793491486892e-01 6.761153740028835735e-03
1.913485477863582584e+00 2.003032880080457545e-02
2.889609385298717026e+00 2.602253727940651018e-02
3.911108241946164465e+00 2.730749009379573877e-02
4.890232146023435256e+00 2.860916937207225175e-02
5.875731042965245621e+00 2.915803707553177304e-02
6.841354962152902175e+00 2.952717613358313287e-02
7.809978877982695522e+00 2.970755721616580303e-02
8.401013944957042012e-01 6.710346265069611071e-03
1.913433088378230895e+00 2.005256861467952234e-02
2.889577719258582977e+00 2.673997500464908583e-02
3.909019837097838401e+00 2.523116726362006901e-02
4.889995947209656357e+00 2.894234369452863831e-02
5.876175188801513904e+00 2.893355538773256797e-02
6.840984426100349403e+00 2.930480981866701029e-02
7.810067664257790199e+00 3.004621051294353862e-02
8.390648545298746708e-01 6.683006250384537772e-03
1.912336039556190137e+00 1.978362540710110196e-02
2.889587453625056312e+00 2.624740394555757916e-02
3.910399960695854382e+00 2.713020797581089383e-02
4.889690404649917888e+00 2.877167112446521458e-02
5.874356472846772093e+00 2.874197147672052921e-02
6.839559073957657276e+00 2.909107351125062024e-02
