1.743420415509464860e-01 1.956618259524080250e-01
1.721342439958641890e-01 1.931517150048397413e-01
1.722336562004311844e-01 1.932632513256466733e-01
1.737934850997378544e-01 1.950135421751650888e-01
1.738727642021749009e-01 1.951351699292370734e-01
1.707077993084458178e-01 1.915831757786512490e-01
1.730210248209104462e-01 1.941467556187155274e-01
1.756110390563154489e-01 1.970530192378242562e-01
1.759958450316889411e-01 1.975178592509921338e-01
1.739388661071938347e-01 1.952093574987785740e-01
1.733702389867144700e-01 1.945711931883331580e-01
1.733751322191888766e-01 1.945766985396953086e-01
1.751810312660991020e-01 1.966034199392904247e-01
1.760605512544879681e-01 1.975905046894607109e-01
1.744126157921839781e-01 1.957410242692365909e-01
1.745432376968131249e-01 1.958548327775382902e-01
1.726640394431373515e-01 1.937461843784312743e-01
1.749877098868608538e-01 1.963535717824533011e-01
1.734396474126288501e-01 1.946490868118948281e-01
1.757208772121037765e-01 1.972092799524706452e-01
1.733501409757511602e-01 1.945160677789173898e-01
1.741412871102498428e-01 1.954365233769408960e-01
1.745607515849243729e-01 1.959073034261583079e-01
1.746613025369863348e-01 1.960201235572757161e-01
1.741659448546599154e-01 1.954641963483888245e-01
1.748141769123141009e-01 1.961588520250167333e-01
1.749261829536132296e-01 1.963174013409259844e-01
1.754866177274340133e-01 1.969463898528129864e-01
1.731039232546669471e-01 1.942723026893823091e-01
1.733762048368371333e-01 1.945778820399225173e-01
1.771089242977199052e-01 1.987337990976264512e-01
1.736203404975048548e-01 1.948518514342499341e-01
1.738922119025233248e-01 1.951570038718490330e-01
1.736412441491330116e-01 1.948753263907138655e-01
1.752050717490309939e-01 1.966304034593538419e-01
1.729944145188571647e-01 1.941494112760422941e-01
1.750305178848035603e-01 1.964344912439678625e-01
1.748919339703934595e-01 1.962461131698586825e-01
1.739414261934520700e-01 1.952122199151993531e-01
1.722580591646003245e-01 1.933230190412809912e-01
1.748599021606611070e-01 1.962101548947599305e-01
1.725774666536106505e-01 1.936490463630677894e-01
1.742219448200849341e-01 1.954943113618671791e-01
1.750992383433563893e-01 1.965116178637331124e-01
1.734476431107023486e-01 1.946254684569749538e-01
1.741716894838060969e-01 1.954379128478601346e-01
1.745881296691903506e-01 1.959380084124206500e-01
1.753997171075519779e-01 1.968488446023072824e-01
1.741729903036936811e-01 1.954393872612132932e-01
1.750196068736070143e-01 1.964222580533026841e-01
1.723732309811343288e-01 1.934522600630718403e-01
1.762967034796028842e-01 1.978555280655780180e-01
1.753251633978632762e-01 1.967651788819094749e-01
1.729949719613685100e-01 1.941175261035645028e-01
1.748690195787183099e-01 1.962532471958339797e-01
1.736273623807374766e-01 1.948597574147813427e-01
1.740119478719995838e-01 1.952586703791727440e-01
1.743337795279141789e-01 1.956525651018933831e-01
1.750239224221250833e-01 1.964271276325130766e-01
1.745939200810671110e-01 1.959445194180857164e-01
1.753706109233749422e-01 1.967832373096535248e-01
1.748001794020831168e-01 1.961431345844626417e-01
1.729680700368649848e-01 1.940873336855152564e-01
1.736706426548535187e-01 1.949083253975797403e-01
1.740823386671044859e-01 1.953703749340869045e-01
1.743891842783622526e-01 1.957147406649118737e-01
1.721020061050424488e-01 1.931155293461128131e-01
1.739384555017878531e-01 1.951762080932925580e-01
1.749848198439664937e-01 1.963832096022916085e-01
1.751967345591105563e-01 1.966210273012874155e-01
1.749014064652409384e-01 1.962895879665100540e-01
1.733974355133300060e-01 1.945691413296802841e-01
1.730549893242643855e-01 1.941848710798289579e-01
1.726984372618058650e-01 1.938172362913095637e-01
1.753849069049271125e-01 1.968322227216621756e-01
1.760168719521355007e-01 1.975414791054788399e-01
1.736735896227492026e-01 1.949116434677521381e-01
1.730366497637399748e-01 1.941642905354858673e-01
1.741177250849408331e-01 1.954100869857625655e-01
1.734690101208815061e-01 1.946820465288528756e-01
1.745792408596760770e-01 1.959280227963271226e-01
1.747473861995477995e-01 1.960839045894920141e-01
1.755450614397605913e-01 1.969789876771529114e-01
1.729885442712417454e-01 1.941103182855127562e-01
1.732945674124950486e-01 1.944537147287998535e-01
1.748684124009163010e-01 1.962525643964351529e-01
1.720431173810293146e-01 1.930494484010422951e-01
1.732391544235925007e-01 1.944240840646337121e-01
1.746410287840364228e-01 1.959645630579509024e-01
1.729660795867043188e-01 1.941175995059407355e-01
1.735714436546924588e-01 1.947970006584776315e-01
1.750971486193563520e-01 1.964763863569306823e-01
1.753184889823415638e-01 1.967247455900832942e-01
1.742489644827369955e-01 1.955246377544241632e-01
1.750255629521897671e-01 1.964289453033765676e-01
1.735813621127572093e-01 1.947755228167180885e-01
1.742360655754121856e-01 1.955428853139326573e-01
1.728124585187197360e-01 1.939451871032866481e-01
1.722539699763218357e-01 1.933184232025384752e-01
1.737674990152677790e-01 1.949843889655415718e-01
