#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       9.985360361719e+02       6.103430463397e-03      -6.826588621261e-01       1.260641262642e-03      -5.330441550358e-02      -3.694633061955e-02       2.720187604941e-03      -1.152147446974e-02      -2.333662789947e+01       6.425412067171e-02       1.815047838478e-01       1.814810387812e-01      -7.375339570549e-01      -1.301280212965e-03       1.955178626448e-03      -4.955996400435e+01       7.364569011056e-02 
       1.001930350543e+03       6.137667418009e-03      -6.889599750228e-01       1.464493764991e-03      -4.982229604841e-02      -3.720825962264e-02       2.222887240789e-03      -1.145349014508e-02      -2.355522626414e+01       6.449186055079e-02       1.814717776082e-01       1.814490090021e-01      -7.317472230600e-01      -1.310271886062e-03      -8.416538210889e-04      -4.981035156071e+01       7.383121187823e-02 
       1.005324664914e+03       6.171995772332e-03      -6.961424828467e-01       1.650453574141e-03      -4.589598716487e-02      -3.741683775615e-02       1.712421802751e-03      -1.138320407345e-02      -2.377462980185e+01       6.472921981053e-02       1.814389670157e-01       1.814173605021e-01      -7.259496450417e-01      -1.305408675824e-03      -3.616560617293e-03      -5.006136779309e+01       7.401679274181e-02 
       1.008718979285e+03       6.206415526370e-03      -7.041206550165e-01       1.816437264782e-03      -4.156897656331e-02      -3.757076117521e-02       1.190529304771e-03      -1.131049812769e-02      -2.399483725772e+01       6.496620257277e-02       1.814063583907e-01       1.813860832117e-01      -7.202037109573e-01      -1.286829576597e-03      -6.338853160953e-03      -5.031301293076e+01       7.420243189552e-02 
       1.012113293656e+03       6.240926680126e-03      -7.127998316884e-01       1.960585387651e-03      -3.688850179256e-02      -3.766891232421e-02       6.589808216325e-04      -1.123521853487e-02      -2.421584739301e+01       6.520281285582e-02       1.813739585593e-01       1.813551663159e-01      -7.145709397769e-01      -1.254824708096e-03      -8.978627383885e-03      -5.056528720253e+01       7.438812850303e-02 
       1.017307478416e+03       6.293914678894e-03      -7.272027628534e-01       2.135287706595e-03      -2.915757624402e-02      -3.770907757741e-02      -1.690257377638e-04      -1.111461184183e-02      -2.455560162967e+01       6.556417565993e-02       1.813247996025e-01       1.813085273564e-01      -7.063061527398e-01      -1.180894536104e-03      -1.279322663624e-02      -5.095255102937e+01       7.467240159074e-02 
       1.022501663176e+03       6.347116708105e-03      -7.426089041633e-01       2.250526809294e-03      -2.090977936628e-02      -3.761405943020e-02      -1.008942716358e-03      -1.098677639427e-02      -2.489722832149e+01       6.592468937327e-02       1.812761728638e-01       1.812626614022e-01      -6.986493834178e-01      -1.078780834163e-03      -1.625111685779e-02      -5.134128944226e+01       7.495680434350e-02 
       1.027695847937e+03       6.400532767773e-03      -7.585949423271e-01       2.303206922795e-03      -1.234663022079e-02      -3.738245753230e-02      -1.854260943598e-03      -1.085086111024e-02      -2.524072323361e+01       6.628436786648e-02       1.812281046398e-01       1.812175219150e-01      -6.917863329690e-01      -9.513882729707e-04      -1.926605519258e-02      -5.173150324723e+01       7.524133416063e-02 
       1.032890032697e+03       6.454162857907e-03      -7.747215664725e-01       2.291806368745e-03      -3.673944769397e-03      -3.701392506135e-02      -2.698518478400e-03      -1.070597923045e-02      -2.558608220739e+01       6.664322483335e-02       1.811806204041e-01       1.811730608702e-01      -6.858803703476e-01      -8.022465841521e-04      -2.176407958931e-02      -5.212319324193e+01       7.552598861071e-02 
       1.038084217457e+03       6.508006978520e-03      -7.905445057267e-01       2.216398298809e-03       4.903362097383e-03      -3.650915568563e-02      -3.535358163479e-03      -1.055125835350e-02      -2.593330115756e+01       6.700127394770e-02       1.811337437728e-01       1.811292295236e-01      -6.810685376138e-01      -6.354123379925e-04      -2.368528411564e-02      -5.251636021444e+01       7.581076557427e-02 
       1.043278402218e+03       6.562065129624e-03      -8.056255035155e-01       2.078633003526e-03       1.318634276240e-02      -3.586986232615e-02      -4.358579075781e-03      -1.038588821885e-02      -2.628237606877e+01       6.735852884566e-02       1.810874958280e-01       1.810859794102e-01      -6.774582718571e-01      -4.553594618322e-04      -2.498521944950e-02      -5.291100494160e+01       7.609566321286e-02 
       1.048472586978e+03       6.616337311231e-03      -8.195430256156e-01       1.881681875064e-03       2.098685490378e-02      -3.509874815156e-02      -5.162181664915e-03      -1.020916516512e-02      -2.663330299259e+01       6.771500309765e-02       1.810418945524e-01       1.810432633088e-01      -6.751249173108e-01      -2.668603006474e-04      -2.563588668338e-02      -5.330712818758e+01       7.638067992902e-02 
       1.052735182255e+03       6.661035539601e-03      -8.298170273867e-01       1.679029783772e-03       2.690594511586e-02      -3.436999795301e-02      -5.802946900823e-03      -1.005526015539e-02      -2.692267115577e+01       6.800696897280e-02       1.810049655494e-01       1.810085758572e-01      -6.741942345789e-01      -1.093304265478e-04      -2.567658716140e-02      -5.363331084151e+01       7.661466603621e-02 
       1.056997777533e+03       6.705877909502e-03      -8.388409588181e-01       1.442794870140e-03       3.229745438156e-02      -3.355739999267e-02      -6.423569260366e-03      -9.893113113915e-03      -2.721328184470e+01       6.829842536560e-02       1.809684881633e-01       1.809741944865e-01      -6.741577776673e-01       4.779804930939e-05      -2.527489169466e-02      -5.396049013261e+01       7.684873049437e-02 
       1.061260372811e+03       6.750864420941e-03      -8.464344026038e-01       1.176709773471e-03       3.708557393478e-02      -3.266383250348e-02      -7.021135344036e-03      -9.722598627244e-03      -2.750513296826e+01       6.858937951515e-02       1.809324666474e-01       1.809400974578e-01      -6.750055967362e-01       2.017941323335e-04      -2.444101656542e-02      -5.428866645846e+01       7.708287259341e-02 
       1.065522968088e+03       6.795995073927e-03      -8.524395127925e-01       8.849740447867e-04       4.120576490238e-02      -3.169255186198e-02      -7.592874472454e-03      -9.543692406412e-03      -2.779822246059e+01       6.887983858721e-02       1.808969033235e-01       1.809062648662e-01      -6.767123859043e-01       3.500026145493e-04      -2.319262569470e-02      -5.461784020828e+01       7.731709167306e-02 
       1.069785563366e+03       6.841269868466e-03      -8.567234630550e-01       5.721807644276e-04       4.460569371553e-02      -3.064717297329e-02      -8.136165744778e-03      -9.356477229418e-03      -2.809254828015e+01       6.916980966854e-02       1.808617985554e-01       1.808726788308e-01      -6.792380454372e-01       4.898898230693e-04      -2.155446593688e-02      -5.494801176253e+01       7.755138711454e-02 
       1.074048158643e+03       6.886688804567e-03      -8.591804538693e-01       2.432365010202e-04       4.724594196397e-02      -2.953164861687e-02      -8.648543642212e-03      -9.161146321182e-03      -2.838810840892e+01       6.945929975976e-02       1.808271507565e-01       1.808393236466e-01      -6.825285166732e-01       6.190871142548e-04      -1.955787259391e-02      -5.527918149257e+01       7.778575833101e-02 
       1.078310753921e+03       6.932251882236e-03      -8.597332549241e-01      -9.672243967727e-05       4.910048751721e-02      -2.835024825225e-02      -9.127702611117e-03      -8.958004226856e-03      -2.868490085166e+01       6.974831576761e-02       1.807929564332e-01       1.808061858975e-01      -6.865168436936e-01       7.354309428476e-04      -1.724016985268e-02      -5.561134976047e+01       7.802020475766e-02 
       1.083397874277e+03       6.986817007253e-03      -8.578363164670e-01      -5.094960589257e-04       5.026903477175e-02      -2.686048237334e-02      -9.653094786543e-03      -8.705928100733e-03      -2.904071281626e+01       7.009262578997e-02       1.807527339372e-01       1.807669076954e-01      -6.920798661942e-01       8.547949633676e-04      -1.411354535140e-02      -5.600907764831e+01       7.830009836396e-02 
       1.088484994634e+03       7.041587430462e-03      -8.531363510709e-01      -9.213691362695e-04       5.030594326291e-02      -2.529166925347e-02      -1.012480254037e-02      -8.444221766152e-03      -2.939827381976e+01       7.043628167862e-02       1.807131373518e-01       1.807279091770e-01      -6.983721368930e-01       9.503722258183e-04      -1.067121709620e-02      -5.640822881819e+01       7.858009741481e-02 
       1.093572114990e+03       7.096563151877e-03      -8.456700896562e-01      -1.323372474335e-03       4.924272948653e-02      -2.365257223148e-02      -1.053984119434e-02      -8.173983603610e-03      -2.975758059155e+01       7.077929460719e-02       1.806741512068e-01       1.806891808145e-01      -7.052247056171e-01       1.020023962904e-03      -7.001001637088e-03      -5.680880383275e+01       7.886020101129e-02 
       1.097586308150e+03       7.140088830384e-03      -8.378873817520e-01      -1.627920027591e-03       4.766405551679e-02      -2.231559486727e-02      -1.082560087850e-02      -7.955550191301e-03      -3.004233596042e+01       7.104951574315e-02       1.806438067753e-01       1.806588081900e-01      -7.109088372170e-01       1.055694030146e-03      -4.004721996567e-03      -5.712589877751e+01       7.908130091630e-02 
       1.101600501310e+03       7.183742340341e-03      -8.285140484331e-01      -1.916869841086e-03       4.547448489408e-02      -2.094527709384e-02      -1.107328754027e-02      -7.733286974005e-03      -3.032817477384e+01       7.131934861084e-02       1.806138210875e-01       1.806286003124e-01      -7.167365076742e-01       1.073868342122e-03      -9.709217210699e-04      -5.744388089449e+01       7.930246488633e-02 
       1.105614694469e+03       7.227523681756e-03      -8.176437832220e-01      -2.186424484530e-03       4.272142466574e-02      -1.954644923930e-02      -1.128190058139e-02      -7.507933214568e-03      -3.061509547950e+01       7.158879832470e-02       1.805841834247e-01       1.805985585113e-01      -7.226135769044e-01       1.074398886970e-03       2.053429028282e-03      -5.776275043577e+01       7.952369239320e-02 
       1.109628887629e+03       7.271432854635e-03      -8.053898671577e-01      -2.433087552582e-03       3.946006940868e-02      -1.812405737986e-02      -1.145058007348e-02      -7.280265021258e-03      -3.090309654087e+01       7.185786989297e-02       1.805548824579e-01       1.805686856605e-01      -7.284458212259e-01       1.057412288322e-03       5.021826993149e-03      -5.808250764676e+01       7.974498288595e-02 
       1.113643080788e+03       7.315469858986e-03      -7.918834195687e-01      -2.653710569121e-03       3.575244556354e-02      -1.668314558049e-02      -1.157860859104e-02      -7.051083619977e-03      -3.119217643718e+01       7.212656823508e-02       1.805259063816e-01       1.805389860216e-01      -7.341404016654e-01       1.023305909418e-03       7.888953632944e-03      -5.840315276644e+01       7.996633580746e-02 
       1.117657273948e+03       7.359634694817e-03      -7.772713759734e-01      -2.845534101225e-03       3.166634547370e-02      -1.522883787876e-02      -1.166541327284e-02      -6.821202881846e-03      -3.148233366343e+01       7.239489818350e-02       1.804972430715e-01       1.805094650920e-01      -7.396073113758e-01       9.727393781074e-04       1.061137421590e-02      -5.872468602776e+01       8.018775059584e-02 
       1.121671467108e+03       7.403927362135e-03      -7.617142945491e-01      -3.006222370315e-03       2.727420108324e-02      -1.376632004086e-02      -1.171056823439e-02      -6.591436667105e-03      -3.177356673061e+01       7.266286448627e-02       1.804688802409e-01       1.804801294412e-01      -7.447607540289e-01       9.066223431675e-04       1.314819599426e-02      -5.904710765816e+01       8.040922668629e-02 
       1.126314991351e+03       7.455323541963e-03      -7.427653828345e-01      -3.150812942683e-03       2.191145321259e-02      -1.207113719269e-02      -1.171049167775e-02      -6.326841939036e-03      -3.211179842381e+01       7.297239414465e-02       1.804364294134e-01       1.804464355516e-01      -7.502260256098e-01       8.122537135133e-04       1.580184453367e-02      -5.942118590955e+01       8.066550079972e-02 
       1.130958515594e+03       7.506890777196e-03      -7.230625992326e-01      -3.249110142084e-03       1.636194021847e-02      -1.038009812533e-02      -1.165414642506e-02      -6.064668343054e-03      -3.245146551104e+01       7.328145040827e-02       1.804043456078e-01       1.804130125468e-01      -7.550516723391e-01       7.007418527603e-04       1.810460287213e-02      -5.979645355010e+01       8.092185519194e-02 
       1.135602039837e+03       7.558629067845e-03      -7.028968633839e-01      -3.299861227742e-03       1.074826834194e-02      -8.701338458274e-03      -1.154164051053e-02      -5.806042164303e-03      -3.279256576836e+01       7.359004007988e-02       1.803726107965e-01       1.803798743306e-01      -7.591389701104e-01       5.745516522878e-04       2.001196764633e-02      -6.017291090866e+01       8.117828884356e-02 
       1.140245564080e+03       7.610538413924e-03      -6.825641092808e-01      -3.302695788864e-03       5.191971675580e-03      -7.042956323562e-03      -1.137336928883e-02      -5.551995258655e-03      -3.313509700094e+01       7.389816978211e-02       1.803412078355e-01       1.803470354282e-01      -7.624053614439e-01       4.364318126355e-04       2.148795260652e-02      -6.055055830719e+01       8.143480069613e-02 
       1.144889088322e+03       7.662618815446e-03      -6.623598298238e-01      -3.258117583180e-03      -1.889867600512e-04      -5.412970345214e-03      -1.115002280940e-02      -5.303443044113e-03      -3.347905704352e+01       7.420584596349e-02       1.803101207122e-01       1.803145106171e-01      -7.647860324366e-01       2.893555511401e-04       2.250576159703e-02      -6.092939606186e+01       8.169138965654e-02 
       1.149532612565e+03       7.714870272423e-03      -6.425737477102e-01      -3.167479710562e-03      -5.282596173967e-03      -3.819276598353e-03      -1.087259313459e-02      -5.061165052989e-03      -3.382444376077e+01       7.451307490564e-02       1.802793347587e-01       1.802823145703e-01      -7.662351106391e-01       1.364575215087e-04       2.304826803388e-02      -6.130942448409e+01       8.194805460259e-02 
       1.154176136808e+03       7.767292784869e-03      -6.234846891305e-01      -3.032943485024e-03      -9.985025134559e-03      -2.269604542544e-03      -1.054238129295e-02      -4.825788433528e-03      -3.417125504756e+01       7.481986273128e-02       1.802488368308e-01       1.802504615162e-01      -7.667264631520e-01      -1.903211594982e-05       2.310829224498e-02      -6.169064388144e+01       8.220479438911e-02 
       1.158819661051e+03       7.819886352797e-03      -6.053557469884e-01      -2.857421848431e-03      -1.420265518870e-02      -7.714719907567e-04      -1.016100352045e-02      -4.597774784424e-03      -3.451948882911e+01       7.512621541289e-02       1.802186154492e-01       1.802189649208e-01      -7.662540808059e-01      -1.738552779964e-04       2.268867179729e-02      -6.207305455838e+01       8.246160785468e-02 
       1.163463185294e+03       7.872650976221e-03      -5.884298334964e-01      -2.644508798499e-03      -1.785387733678e-02       6.678607477486e-04      -9.730396405658e-03      -4.377410698655e-03      -3.486914306116e+01       7.543213878172e-02       1.801886609030e-01       1.801878371968e-01      -7.648320424740e-01      -3.247936688090e-04       2.180212458618e-02      -6.245665681704e+01       8.271849382854e-02 
       1.168106709537e+03       7.925586655155e-03      -5.729257130305e-01      -2.398396639691e-03      -2.087061305443e-02       2.041437354581e-03      -9.252820528535e-03      -4.164802308201e-03      -3.522021573012e+01       7.573763853571e-02       1.801589653153e-01       1.801570894495e-01      -7.624940632861e-01      -4.687350736297e-04       2.047090924500e-02      -6.284145095808e+01       8.297545113622e-02 
       1.172750233780e+03       7.978693389613e-03      -5.590345845818e-01      -2.123782956268e-03      -2.319953212790e-02       3.342652375125e-03      -8.730862172094e-03      -3.959873997133e-03      -3.557270485319e+01       7.604272025005e-02       1.801295226651e-01       1.801267312547e-01      -7.592926400548e-01      -6.027368720322e-04       1.872629174448e-02      -6.322743728128e+01       8.323247860765e-02 
       1.177473135407e+03       8.032883408415e-03      -5.467263540418e-01      -1.820502741714e-03      -2.482389800688e-02       4.585480956708e-03      -8.157459205628e-03      -3.759057534613e-03      -3.593267046684e+01       7.635259390219e-02       1.800998318803e-01       1.800962618230e-01      -7.552231075779e-01      -7.260352311785e-04       1.656863040366e-02      -6.362124497058e+01       8.349397053091e-02 
       1.182196037033e+03       8.087250380875e-03      -5.363876533444e-01      -1.498697928785e-03      -2.567533431664e-02       5.740973172857e-03      -7.544560626076e-03      -3.565472560542e-03      -3.629409733426e+01       7.666204639140e-02       1.800703959267e-01       1.800662098076e-01      -7.504234738032e-01      -8.336911815976e-04       1.407373563980e-02      -6.401628657446e+01       8.375553264305e-02 
       1.186918938659e+03       8.141794307008e-03      -5.281166776308e-01      -1.164246147502e-03      -2.574895391641e-02       6.803595385582e-03      -6.895908099047e-03      -3.378497979930e-03      -3.665698346683e+01       7.697108326321e-02       1.800412141067e-01       1.800365794124e-01      -7.449993494519e-01      -9.235065387428e-04       1.129790252431e-02      -6.441256240903e+01       8.401716378043e-02 
       1.191641840285e+03       8.196515186830e-03      -5.219743232051e-01      -8.230984970882e-04      -2.505728282515e-02       7.768388384922e-03      -6.215569447527e-03      -3.197358055896e-03      -3.702132690840e+01       7.727970997400e-02       1.800122874013e-01       1.800073726810e-01      -7.390689568243e-01      -9.936829841758e-04       8.302984829903e-03      -6.481007279146e+01       8.427886281461e-02 
       1.196364741911e+03       8.251413020358e-03      -5.179841106896e-01      -4.811579088023e-04      -2.362973144926e-02       8.631014198294e-03      -5.507923500579e-03      -3.021143133946e-03      -3.738712573500e+01       7.758793190174e-02       1.799836183048e-01       1.799785894785e-01      -7.327604951068e-01      -1.042857403353e-03       5.155031687764e-03      -6.520881804029e+01       8.454062865987e-02 
       1.201087643537e+03       8.306487807607e-03      -5.161328607725e-01      -1.441611590106e-04      -2.151170861692e-02       9.387800360040e-03      -4.777640502105e-03      -2.848833970532e-03      -3.775437805430e+01       7.789575435624e-02       1.799552106316e-01       1.799502275161e-01      -7.262093148940e-01      -1.070127664109e-03       1.922846395329e-03      -6.560879847545e+01       8.480246028019e-02 
       1.205810545163e+03       8.361739548596e-03      -5.163720951536e-01       1.824331054585e-04      -1.876339989506e-02       1.003578097543e-02      -4.029657877749e-03      -2.679329199673e-03      -3.812308200520e+01       7.820318258725e-02       1.799270693013e-01       1.799222824167e-01      -7.195549611285e-01      -1.075068355157e-03      -1.323502935123e-03      -6.601001441838e+01       8.506435669403e-02 
       1.210533446790e+03       8.417168243340e-03      -5.186201190959e-01       4.935480623948e-04      -1.545823948838e-02       1.057273388859e-02      -3.269151249096e-03      -2.511475381072e-03      -3.849323575716e+01       7.851022179080e-02       1.798992001054e-01       1.798947478186e-01      -7.129381478478e-01      -1.057736209695e-03      -4.514189121543e-03      -6.641246619198e+01       8.532631697742e-02 
       1.215256348416e+03       8.472773891858e-03      -5.227647258442e-01       7.845820239415e-04      -1.168111262302e-02       1.099721325280e-02      -2.501500684827e-03      -2.344098991300e-03      -3.886483750967e+01       7.881687711494e-02       1.798716094625e-01       1.798676155137e-01      -7.064977309601e-01      -1.018665170691e-03      -7.581115178814e-03      -6.681615412046e+01       8.558834026638e-02 
       1.219979250042e+03       8.528556494166e-03      -5.286664504681e-01       1.051489525381e-03      -7.526330893057e-03       1.130857680738e-02      -1.732252277708e-03      -2.176039669532e-03      -3.923788549143e+01       7.912315366493e-02       1.798443041658e-01       1.798408756148e-01      -7.003677446769e-01      -9.588512873485e-04      -1.045935506208e-02      -6.722107852913e+01       8.585042575886e-02 
       1.224728416195e+03       8.584827741725e-03      -5.362081015781e-01       1.292097257714e-03      -3.070211020037e-03       1.150779641254e-02      -9.628420977384e-04      -2.005232419379e-03      -3.961446458527e+01       7.943075663084e-02       1.798171417362e-01       1.798143712041e-01      -6.946443483267e-01      -8.792370718874e-04      -1.310233480733e-02      -6.762950190597e+01       8.611403071440e-02 
       1.229477582349e+03       8.641277916698e-03      -5.451760872771e-01       1.502060085476e-03       1.556896967292e-03       1.159386583081e-02      -2.033904270087e-04      -1.831558985076e-03      -3.999250253229e+01       7.973798683711e-02       1.797902817274e-01       1.797882392105e-01      -6.894805966820e-01      -7.819666395590e-04      -1.543796110631e-02      -6.803917621552e+01       8.637769713316e-02 
       1.234226748502e+03       8.697907019106e-03      -5.553694933365e-01       1.679316921983e-03       6.244273504983e-03       1.156869294997e-02       5.402356941000e-04      -1.654085410629e-03      -4.037199761603e+01       8.004484936132e-02       1.797637306650e-01       1.797624657042e-01      -6.849814466970e-01      -6.692769973654e-04      -1.741780434486e-02      -6.845010178991e+01       8.664142438767e-02 
       1.238975914655e+03       8.754715048968e-03      -5.665767255109e-01       1.822556273113e-03       1.088120037486e-02       1.143505145489e-02       1.262199640552e-03      -1.472025521998e-03      -4.075294814655e+01       8.035134924659e-02       1.797374944663e-01       1.797370359315e-01      -6.812366594766e-01      -5.437225388848e-04      -1.900149869403e-02      -6.886227896094e+01       8.690521191060e-02 
       1.243725080809e+03       8.811702006302e-03      -5.785802762421e-01       1.931220036999e-03       1.535944255774e-02       1.119657207222e-02       1.956753776149e-03      -1.284770321079e-03      -4.113535245955e+01       8.065749150045e-02       1.797115782273e-01       1.797119345629e-01      -6.783189692562e-01      -4.081173205373e-04      -2.015755314058e-02      -6.927570805965e+01       8.716905919093e-02 
       1.248474246962e+03       8.868867891129e-03      -5.911614612306e-01       2.005490564502e-03       1.957564667129e-02       1.085772500657e-02       2.618300120887e-03      -1.091914228478e-03      -4.151920891539e+01       8.096328109259e-02       1.796859860314e-01       1.796871459404e-01      -6.762826348990e-01      -2.654721734584e-04      -2.086396515681e-02      -6.969038941569e+01       8.743296576897e-02 
       1.253223413116e+03       8.926212703469e-03      -6.041050228764e-01       2.046261557182e-03       2.343360468318e-02       1.042379330109e-02       3.241452338274e-03      -8.932775454129e-04      -4.190451589816e+01       8.126872295037e-02       1.796607207881e-01       1.796626543209e-01      -6.751624023870e-01      -1.189280275084e-04      -2.110862506833e-02      -7.010632335692e+01       8.769693122946e-02 
       1.257985219191e+03       8.983889781720e-03      -6.172383918237e-01       2.055076404199e-03       2.685475285363e-02       9.899332231352e-03       3.822578534500e-03      -6.883732792214e-04      -4.229230309883e+01       8.157463350782e-02       1.796357181913e-01       1.796383800578e-01      -6.749736351796e-01       2.870303473156e-05      -2.088830624084e-02      -7.052462222505e+01       8.796165795767e-02 
       1.262747025267e+03       9.041746741225e-03      -6.303303461518e-01       2.033970001936e-03       2.975181081528e-02       9.292219592166e-03       4.355152797581e-03      -4.780468823420e-04      -4.268154537236e+01       8.188020420821e-02       1.796110461460e-01       1.796143734068e-01      -6.757148147799e-01       1.738159735913e-04      -2.020983686965e-02      -7.094418100695e+01       8.822644310929e-02 
       1.267508831343e+03       9.099783582006e-03      -6.431993779502e-01       1.985673566053e-03       3.206109021306e-02       8.609987477468e-03       4.834762435997e-03      -2.628910870741e-04      -4.307224115606e+01       8.218543983234e-02       1.795867033802e-01       1.795906196206e-01      -6.773599824960e-01       3.132708202720e-04      -1.909122162923e-02      -7.136500002422e+01       8.849128632878e-02 
       1.272270637419e+03       9.158000304083e-03      -6.556828278147e-01       1.913379632405e-03       3.373301198827e-02       7.860789005525e-03       5.257454920001e-03      -4.376941938594e-05      -4.346438890762e+01       8.249034509956e-02       1.795626870865e-01       1.795671047008e-01      -6.798636714187e-01       4.440742327815e-04      -1.755990634627e-02      -7.178707959453e+01       8.875618727834e-02 
       1.277032443495e+03       9.216396907479e-03      -6.676395281867e-01       1.820651079513e-03       3.473308095547e-02       7.053325974749e-03       5.619793508522e-03       1.781869821568e-04      -4.385798710434e+01       8.279492466175e-02       1.795389929170e-01       1.795438155503e-01      -6.831620426760e-01       5.634435912982e-04      -1.565211245253e-02      -7.221042003129e+01       8.902114563017e-02 
       1.281794249571e+03       9.274973392217e-03      -6.789518478354e-01       1.711323743352e-03       3.504251230502e-02       6.196768583316e-03       5.918908496656e-03       4.015883727112e-04      -4.425303424241e+01       8.309918309677e-02       1.795156150097e-01       1.795207400992e-01      -6.871744130399e-01       6.688660378281e-04      -1.341198616665e-02      -7.263502164329e+01       8.928616105844e-02 
       1.286556055646e+03       9.333729758319e-03      -6.895271039974e-01       1.589404961859e-03       3.465849906000e-02       5.300667924056e-03       6.152543134567e-03       6.248011808404e-04      -4.464952883627e+01       8.340312490397e-02       1.794925460477e-01       1.794978674027e-01      -6.918051382217e-01       7.581512205696e-04      -1.089058158376e-02      -7.306088473436e+01       8.955123323332e-02 
       1.291717916709e+03       9.397625624795e-03      -7.000811026659e-01       1.447753042765e-03       3.347448872673e-02       4.296045414790e-03       6.329996499385e-03       8.643928121230e-04      -4.508096751317e+01       8.373224938604e-02       1.794678777889e-01       1.794732907696e-01      -6.973972362604e-01       8.346028221771e-04      -7.905693840143e-03      -7.352395123345e+01       8.983863874147e-02 
       1.296879777771e+03       9.461732867186e-03      -7.096396397942e-01       1.301235122576e-03       3.152833695087e-02       3.269295248403e-03       6.427499023602e-03       1.098951188280e-03      -4.551410350187e+01       8.406101250832e-02       1.794435496247e-01       1.794489301674e-01      -7.034367648534e-01       8.881741963710e-04      -4.735317410790e-03      -7.398850080189e+01       9.012611008666e-02 
       1.302041638834e+03       9.526051485523e-03      -7.181864637097e-01       1.154797542418e-03       2.887724307358e-02       2.233297041078e-03       6.444901126862e-03       1.325622943366e-03      -4.594893497814e+01       8.438941963281e-02       1.794195473560e-01       1.794247765687e-01      -7.097618500453e-01       9.176829257347e-04      -1.461803125954e-03      -7.445453380541e+01       9.041364676642e-02 
       1.307203499896e+03       9.590581479836e-03      -7.257382754721e-01       1.013052456007e-03       2.559675628291e-02       1.200874242814e-03       6.383058562396e-03       1.541381119010e-03      -4.638546013983e+01       8.471747598345e-02       1.793958555252e-01       1.794008226546e-01      -7.162046222920e-01       9.225719677136e-04       1.830508959758e-03      -7.492205060182e+01       9.070124823683e-02 
       1.312365360959e+03       9.655322850156e-03      -7.323419789959e-01       8.801515848497e-04       2.177857029341e-02       1.846316173610e-04       6.243840463250e-03       1.743084322258e-03      -4.682367720643e+01       8.504518663984e-02       1.793724576886e-01       1.793770627495e-01      -7.225955649692e-01       9.029188823457e-04       5.057458152810e-03      -7.539105154097e+01       9.098891390491e-02 
       1.317527222021e+03       9.720275596515e-03      -7.380711367566e-01       7.596761238618e-04       1.752792094983e-02      -8.032071527667e-04       6.030122242636e-03       1.927540442266e-03      -4.726358441867e+01       8.537255653268e-02       1.793493367063e-01       1.793534927207e-01      -7.287678599029e-01       8.594289884132e-04       8.137205248236e-03      -7.586153696499e+01       9.127664312281e-02 
       1.322689083084e+03       9.785439718947e-03      -7.430217277180e-01       6.545453893040e-04       1.296064487380e-02      -1.750959535773e-03       5.745762799234e-03       2.091573790846e-03      -4.770518003817e+01       8.569959044283e-02       1.793264750439e-01       1.793301098458e-01      -7.345616334068e-01       7.934125470743e-04       1.099230113293e-02      -7.633350720830e+01       9.156443518574e-02 
       1.327850944146e+03       9.850815217483e-03      -7.473073359054e-01       5.669464834503e-04       8.199973920508e-03      -2.647639443341e-03       5.395565846491e-03       2.232094284951e-03      -4.814846234708e+01       8.602629300266e-02       1.793038550794e-01       1.793069126544e-01      -7.398279991817e-01       7.067465628402e-04       1.355163135933e-02      -7.680696259778e+01       9.185228933222e-02 
       1.333012805209e+03       9.916402092157e-03      -7.510539290167e-01       4.982867886241e-04       3.373156192989e-03      -3.483105098766e-03       4.985225615295e-03       2.346167062126e-03      -4.859342964785e+01       8.635266869808e-02       1.792814594068e-01       1.792839007484e-01      -7.444327903969e-01       6.018223380946e-04       1.575218489836e-02      -7.728190345300e+01       9.214020474491e-02 
       1.338174666271e+03       9.982200343003e-03      -7.543943962891e-01       4.491703940670e-04      -1.392001752477e-03      -4.248196912803e-03       4.521257500383e-03       2.431080894262e-03      -4.904008026303e+01       8.667872186927e-02       1.792592711324e-01       1.792610746117e-01      -7.482598831916e-01       4.814803034165e-04       1.754060110265e-02      -7.775833008650e+01       9.242818055033e-02 
       1.343336527334e+03       1.004820997006e-02      -7.574630112784e-01       4.193987885732e-04      -5.970580323462e-03      -4.934863021682e-03       4.010914463247e-03       2.484413852643e-03      -4.948841253516e+01       8.700445670884e-02       1.792372741595e-01       1.792384354164e-01      -7.512140307304e-01       3.489338976294e-04       1.887445783801e-02      -7.823624280413e+01       9.271621581579e-02 
       1.348498388396e+03       1.011443097335e-02      -7.603899816990e-01       4.079954920225e-04      -1.024389179706e-02      -5.536270332383e-03       3.462090257426e-03       2.504094749260e-03      -4.993842482662e+01       8.732987727111e-02       1.792154534389e-01       1.792159848152e-01      -7.532231420353e-01       2.076845083981e-04       1.972327136882e-02      -7.871564190532e+01       9.300430955755e-02 
