#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       8.163460779933e+01       2.020839198529e-04      -2.719342555351e+00       1.090361179458e-02       3.829643330351e-04       9.574108325879e-04       5.912947728497e-07       1.914821665176e-04      -2.039588352896e+00       1.090960343075e-02       5.115244097425e-01       5.467213569410e-01      -2.559118732127e+00       5.707248723818e-03       1.233918068525e-01      -2.263882123541e+00       2.094908771201e-02 
       8.264652612798e+01       2.049206183618e-04      -2.744826494500e+00       1.079593150315e-02       3.899412874831e-04       9.748532187078e-04       6.190934363254e-07       1.949706437416e-04      -2.058707551074e+00       1.080228295764e-02       5.096605243372e-01       5.440102409347e-01      -2.577495266510e+00       5.456661185965e-03       1.238178893907e-01      -2.293319645100e+00       2.115717330164e-02 
       8.365844445662e+01       2.077654401387e-04      -2.770176293722e+00       1.068206713391e-02       3.966540655978e-04       9.916351639946e-04       6.473575085586e-07       1.983270327989e-04      -2.077726516428e+00       1.068879431910e-02       5.077879012007e-01       5.412952943409e-01      -2.595544499092e+00       5.199392945774e-03       1.241501724845e-01      -2.322978474228e+00       2.136377648398e-02 
       8.467036278527e+01       2.106183851837e-04      -2.795381622478e+00       1.056206908768e-02       4.030866504919e-04       1.007716626230e-03       6.760466041535e-07       2.015433252459e-04      -2.096637517408e+00       1.056918851836e-02       5.059068573598e-01       5.385770222989e-01      -2.613255507161e+00       4.935610235467e-03       1.243870409643e-01      -2.352855594126e+00       2.156889474641e-02 
       8.568228111392e+01       2.134794534966e-04      -2.820432242268e+00       1.043599007141e-02       4.092178094657e-04       1.023044523664e-03       7.051026613132e-07       2.046089047328e-04      -2.115432892111e+00       1.044351874877e-02       5.040177092772e-01       5.358559243367e-01      -2.630617617821e+00       4.665483793329e-03       1.245269543064e-01      -2.382948002427e+00       2.177252580369e-02 
       8.669419944256e+01       2.163486450775e-04      -2.845318010191e+00       1.030388506522e-02       4.150259609758e-04       1.037564902439e-03       7.344619242085e-07       2.075129804879e-04      -2.134105050824e+00       1.031184039019e-02       5.021207714834e-01       5.331324942427e-01      -2.647620414464e+00       4.389188729928e-03       1.245684481099e-01      -2.413252711789e+00       2.197466760051e-02 
       8.770611777121e+01       2.192259599265e-04      -2.870028882512e+00       1.016581127804e-02       4.204891866674e-04       1.051222966668e-03       7.640547071173e-07       2.102445933337e-04      -2.152646478576e+00       1.017421106261e-02       5.002163564789e-01       5.304072199320e-01      -2.664253743093e+00       4.106904392811e-03       1.245101355168e-01      -2.443766750512e+00       2.217531831527e-02 
       8.871803609986e+01       2.221113980434e-04      -2.894554918326e+00       1.002182810868e-02       4.255852440096e-04       1.063963110024e-03       7.938051568606e-07       2.127926220048e-04      -2.171049737914e+00       1.003069062013e-02       4.983047746061e-01       5.276805832797e-01      -2.680507718628e+00       3.818814231904e-03       1.243507085716e-01      -2.474487163292e+00       2.237447636753e-02 
       8.982144875515e+01       2.252669861748e-04      -2.921076316862e+00       9.858163849563e-03       4.306971193896e-04       1.076742798474e-03       8.263284916475e-07       2.153485596948e-04      -2.190950853909e+00       9.867552290508e-03       4.962125465040e-01       5.247064179569e-01      -2.697787699401e+00       3.498279138805e-03       1.240601861545e-01      -2.508216975108e+00       2.258993893698e-02 
       9.092486141044e+01       2.284322329417e-04      -2.947353645968e+00       9.687629112293e-03       4.353159601232e-04       1.088289900308e-03       8.588256823308e-07       2.176579800616e-04      -2.210669510690e+00       9.697566340279e-03       4.941125603801e-01       5.217318075120e-01      -2.714593121694e+00       3.171311849979e-03       1.236464982186e-01      -2.542184885684e+00       2.280362366784e-02 
       9.202827406573e+01       2.316071383441e-04      -2.973374458352e+00       9.510309406353e-03       4.394117190709e-04       1.098529297677e-03       8.911712749193e-07       2.197058595355e-04      -2.230196398345e+00       9.520818845362e-03       4.920052102778e-01       5.187573524226e-01      -2.730912306130e+00       2.838165580500e-03       1.231082802179e-01      -2.576387131262e+00       2.301552942022e-02 
       9.313168672102e+01       2.347917023821e-04      -2.999126469139e+00       9.326293070147e-03       4.429539693931e-04       1.107384923483e-03       9.232296639624e-07       2.214769846965e-04      -2.249522329382e+00       9.337398709802e-03       4.898908872267e-01       5.157836445237e-01      -2.746733984023e+00       2.499098438911e-03       1.224442861024e-01      -2.610819972896e+00       2.322565536833e-02 
       9.423509937631e+01       2.379859250556e-04      -3.024597560402e+00       9.135671203498e-03       4.459119265716e-04       1.114779816429e-03       9.548547148036e-07       2.229559632858e-04      -2.268638242134e+00       9.147397605788e-03       4.877699791805e-01       5.128112669142e-01      -2.762047304807e+00       2.154373187913e-03       1.216533898534e-01      -2.645479697107e+00       2.343400100004e-02 
       9.533851203161e+01       2.411898063646e-04      -3.049775785711e+00       8.938537604556e-03       4.482544712090e-04       1.120636178022e-03       9.858893854545e-07       2.241272356045e-04      -2.287535204186e+00       8.950909903881e-03       4.856428709194e-01       5.098407938275e-01      -2.776841843252e+00       1.804257005013e-03       1.207345868969e-01      -2.680362616635e+00       2.364056611977e-02 
       9.644192468690e+01       2.444033463092e-04      -3.074649373807e+00       8.734988690926e-03       4.499501714914e-04       1.124875428728e-03       1.016165346220e-06       2.249750857457e-04      -2.306204415140e+00       8.748032586824e-03       4.835099441275e-01       5.068727906904e-01      -2.791107605530e+00       1.449021223957e-03       1.196869953870e-01      -2.715465070597e+00       2.384535083542e-02 
       9.764618508983e+01       2.479216147832e-04      -3.101435007201e+00       8.505630905446e-03       4.510253096460e-04       1.127563274115e-03       1.048130502890e-06       2.255126548230e-04      -2.326309804659e+00       8.519437765178e-03       4.811758816927e-01       5.036369977469e-01      -2.806062495770e+00       1.055799062389e-03       1.183957872680e-01      -2.754022027581e+00       2.406682055098e-02 
       9.885044549276e+01       2.514513880996e-04      -3.127829144610e+00       8.268881420292e-03       4.512505726787e-04       1.128126431697e-03       1.078726887655e-06       2.256252863394e-04      -2.346122510192e+00       8.283483237404e-03       4.788358280244e-01       5.004055219073e-01      -2.820364338123e+00       6.571693104562e-04       1.169494571965e-01      -2.792831464221e+00       2.428617089251e-02 
       1.000547058957e+02       2.549926662582e-04      -3.153817229613e+00       8.024875634096e-03       4.505840246960e-04       1.126460061740e-03       1.107686423817e-06       2.252920123480e-04      -2.365631653379e+00       8.040305112881e-03       4.764902666983e-01       4.971790621574e-01      -2.834001948204e+00       2.534994758741e-04       1.153473682696e-01      -2.831888732015e+00       2.450340317969e-02 
       1.012589662986e+02       2.585454492591e-04      -3.179384977229e+00       7.773752243322e-03       4.489834301686e-04       1.122458575422e-03       1.134722777187e-06       2.244917150843e-04      -2.384826560289e+00       7.790042789905e-03       4.741396766687e-01       4.939583046482e-01      -2.846964786669e+00      -1.548385539823e-04       1.135890633779e-01      -2.871189222826e+00       2.471851914560e-02 
       1.024632267016e+02       2.621097371024e-04      -3.204518379374e+00       7.515653131912e-03       4.464062931883e-04       1.116015732971e-03       1.159530778416e-06       2.232031465942e-04      -2.403696765506e+00       7.532838842600e-03       4.717845322158e-01       4.907439226271e-01      -2.859242966161e+00      -5.674689173241e-04       1.116742661609e-01      -2.910728369569e+00       2.493152093204e-02 
       1.036674871045e+02       2.656855297879e-04      -3.229203709977e+00       7.250723257160e-03       4.428098971822e-04       1.107024742955e-03       1.181785849818e-06       2.214049485911e-04      -2.422232015949e+00       7.268838905541e-03       4.694253029271e-01       4.875365764105e-01      -2.870827257463e+00      -9.840121893670e-04       1.096028817497e-01      -2.950501646764e+00       2.514241108162e-02 
       1.048717475074e+02       2.692728273158e-04      -3.253427529839e+00       6.979110533329e-03       4.381513450991e-04       1.095378362748e-03       1.201143437790e-06       2.190756725496e-04      -2.440422274495e+00       6.998191557001e-03       4.670624536969e-01       4.843369133819e-01      -2.881709094906e+00      -1.404085798107e-03       1.073749972934e-01      -2.990504571024e+00       2.535119252799e-02 
       1.061874672600e+02       2.732052956223e-04      -3.279350318111e+00       6.674897298191e-03       4.317967371222e-04       1.079491842806e-03       1.218549695416e-06       2.158983685611e-04      -2.459890187225e+00       6.695074321369e-03       4.644773177698e-01       4.808506389386e-01      -2.892785815842e+00      -1.866620537521e-03       1.047623378204e-01      -3.034467212332e+00       2.557689092511e-02 
       1.075031870126e+02       2.771514969676e-04      -3.304689783681e+00       6.363087277860e-03       4.240666305360e-04       1.060166576340e-03       1.231556156995e-06       2.120333152680e-04      -2.478922078748e+00       6.384404203550e-03       4.618890033777e-01       4.773751021177e-01      -2.903005241309e+00      -2.332403721989e-03       1.019637936760e-01      -3.078692945963e+00       2.580008105191e-02 
       1.088189067652e+02       2.811114313516e-04      -3.329429614805e+00       6.043884543740e-03       4.149046954269e-04       1.037261738567e-03       1.239626996149e-06       2.074523477135e-04      -2.497505773552e+00       6.066386077363e-03       4.592980970396e-01       4.739110937206e-01      -2.912358954897e+00      -2.800927041191e-03       9.898022486747e-02      -3.123176102806e+00       2.602076830799e-02 
       1.101346265177e+02       2.850850987745e-04      -3.353553935624e+00       5.717496713384e-03       4.042546389909e-04       1.010636597477e-03       1.242195145638e-06       2.021273194955e-04      -2.515629424080e+00       5.741228343129e-03       4.567051782715e-01       4.704593858722e-01      -2.920839508520e+00      -3.271680174276e-03       9.581275048661e-02      -3.167911077264e+00       2.623895862190e-02 
       1.114503462703e+02       2.890724992361e-04      -3.377047312521e+00       5.384134781779e-03       3.920603728576e-04       9.801509321440e-04       1.238661370771e-06       1.960301864288e-04      -2.533281515465e+00       5.409142746786e-03       4.541108195099e-01       4.670207319375e-01      -2.928440425653e+00      -3.744151434346e-03       9.246274773338e-02      -3.212892328166e+00       2.645465844752e-02 
       1.127660660229e+02       2.930736327365e-04      -3.399894760026e+00       5.044012948542e-03       3.782654204373e-04       9.456635510932e-04       1.228390500946e-06       1.891327102186e-04      -2.550450869919e+00       5.070344203306e-03       4.515155860872e-01       4.635958664850e-01      -2.935156203309e+00      -4.217828415462e-03       8.893185058340e-02      -3.258114379550e+00       2.666787475714e-02 
       1.140817857755e+02       2.970884992757e-04      -3.422081746271e+00       4.697348440169e-03       3.628139539840e-04       9.070348849601e-04       1.210716033728e-06       1.814069769920e-04      -2.567126650776e+00       4.725050627307e-03       4.489200360370e-01       4.601855052949e-01      -2.940982312724e+00      -4.692198641442e-03       8.522194809307e-02      -3.303571821322e+00       2.687861503137e-02 
       1.155211431044e+02       3.014963703687e-04      -3.445580547106e+00       4.310874211281e-03       3.439474844660e-04       8.598687111649e-04       1.182070775824e-06       1.719737422330e-04      -2.584791736944e+00       4.340131506010e-03       4.460808718598e-01       4.564721103424e-01      -2.946332724624e+00      -5.211334667382e-03       8.096093778320e-02      -3.353564174293e+00       2.710633185783e-02 
       1.169605004333e+02       3.059206767417e-04      -3.468254306185e+00       3.917125150253e-03       3.229595709405e-04       8.073989273513e-04       1.142756822201e-06       1.614797854703e-04      -2.601840322249e+00       3.947996185368e-03       4.432426987376e-01       4.527777940683e-01      -2.950610851913e+00      -5.730019244505e-03       7.649141558831e-02      -3.403824938047e+00       2.733110613333e-02 
       1.183998577622e+02       3.103614183944e-04      -3.490085904524e+00       3.516396598340e-03       2.997784066844e-04       7.494460167110e-04       1.091754792668e-06       1.498892033422e-04      -2.618259652411e+00       3.548940781613e-03       4.404062173478e-01       4.491034165682e-01      -2.953814759960e+00      -6.247586645152e-03       7.181688379592e-02      -3.454347305305e+00       2.755294965022e-02 
       1.198392150911e+02       3.148185953271e-04      -3.511058900180e+00       3.108987183560e-03       2.743328935415e-04       6.858322338537e-04       1.027992587953e-06       1.371664467707e-04      -2.634037482013e+00       3.143264650812e-03       4.375721177884e-01       4.454498111869e-01      -2.955943895355e+00      -6.763374882060e-03       6.694119419169e-02      -3.505124566526e+00       2.777187486901e-02 
       1.212785724200e+02       3.192922075396e-04      -3.531157534788e+00       2.695198570453e-03       2.465527483879e-04       6.163818709697e-04       9.503444331655e-07       1.232763741939e-04      -2.649162079339e+00       2.731270145772e-03       4.347410793168e-01       4.418177843867e-01      -2.956999078268e+00      -7.276726669117e-03       6.186854245684e-02      -3.556150111234e+00       2.798789492482e-02 
       1.227179297489e+02       3.237822550320e-04      -3.550366738569e+00       2.275335184895e-03       2.163685967998e-04       5.409214919994e-04       8.576298672350e-07       1.081842983999e-04      -2.663622230080e+00       2.313262350703e-03       4.319137703383e-01       4.382081158849e-01      -2.956982491953e+00      -7.786990396822e-03       5.660346200295e-02      -3.607417428548e+00       2.820102360781e-02 
       1.241572870778e+02       3.282887378043e-04      -3.568672134885e+00       1.849703942152e-03       1.837120437491e-04       4.592801093728e-04       7.486125510260e-07       9.185602187455e-05      -2.677407240715e+00       1.889548824960e-03       4.290908483786e-01       4.346215587815e-01      -2.955897670460e+00      -8.293521092346e-03       5.115081723525e-02      -3.658920107750e+00       2.841127534602e-02 
       1.257344084428e+02       3.332454160380e-04      -3.587675690898e+00       1.377078636366e-03       1.450113679984e-04       3.625284199959e-04       6.089083761801e-07       7.250568399919e-05      -2.691724451824e+00       1.419096898110e-03       4.260035404310e-01       4.307191191959e-01      -2.953488336544e+00      -8.843491859434e-03       4.496709191367e-02      -3.715614980457e+00       2.863836550525e-02 
       1.273115298078e+02       3.382218262254e-04      -3.605560710071e+00       8.983090251038e-04       1.031741054140e-04       2.579352635351e-04       4.462915332268e-07       5.158705270702e-05      -2.705206248059e+00       9.425770087671e-04       4.229231112491e-01       4.268462182830e-01      -2.949810595794e+00      -9.387389043167e-03       3.857167443814e-02      -3.772576689934e+00       2.886204035290e-02 
       1.288886511728e+02       3.432179683665e-04      -3.622311177462e+00       4.138068025233e-04       5.811384574732e-05       1.452846143683e-04       2.588824339793e-07       2.905692287366e-05      -2.717840739522e+00       4.604020497030e-04       4.198503806808e-01       4.230037378088e-01      -2.944874550285e+00      -9.924399648239e-03       3.197226642747e-02      -3.829797221382e+00       2.908232137446e-02 
       1.304657725378e+02       3.482338424612e-04      -3.637912096810e+00      -7.601439978158e-05       9.744179897261e-06       2.436044974315e-05       4.469238017095e-08       4.872089948630e-06      -2.729616802561e+00      -2.701266646009e-05       4.167861527754e-01       4.191925218103e-01      -2.938692146886e+00      -1.045372575918e-02       2.517699717606e-02      -3.887268707703e+00       2.929923090831e-02 
       1.320428939027e+02       3.532694485096e-04      -3.652349492520e+00      -5.707395067502e-04      -4.202335960573e-05      -1.050583990143e-04      -1.984055689381e-07      -2.101167980286e-05      -2.740524082308e+00      -5.192494975999e-04       4.137312162290e-01       4.154133770038e-01      -2.931277142498e+00      -1.097458592300e-02       1.819440859952e-02      -3.944983429635e+00       2.951279210866e-02 
       1.336200152677e+02       3.583247865117e-04      -3.665610410933e+00      -1.069952491888e-03      -9.728345934986e-05      -2.432086483747e-04      -4.727318821733e-07      -4.864172967493e-05      -2.750552995387e+00      -1.015888494172e-03       4.106863449893e-01       4.116670731099e-01      -2.922645066808e+00      -1.148621648410e-02       1.103343935411e-02      -4.002933816071e+00       2.972302891959e-02 
       1.351858631521e+02       3.633635091496e-04      -3.677600868427e+00      -1.569625676033e-03      -1.557102732726e-04      -3.892756186234e-04      -7.785512372696e-07      -7.785512372860e-05      -2.759632553494e+00      -1.512916464720e-03       4.076709281483e-01       4.079807614065e-01      -2.912887676056e+00      -1.198432407296e-02       3.756381521483e-03      -4.060695783002e+00       2.992849849424e-02 
       1.351858636241e+02       3.633635106714e-04      -3.677600871864e+00      -1.569625827036e-03      -1.557102990913e-04      -3.892756186120e-04      -7.785512372697e-07      -7.785512373025e-05      -2.759632556098e+00      -1.512916615849e-03       4.076709272428e-01       4.079807603004e-01      -2.912887672938e+00      -1.198432422155e-02       3.756379303704e-03      -4.060695800447e+00       2.992849855569e-02 
       1.351858640961e+02       3.633635121933e-04      -3.677600875301e+00      -1.569625978040e-03      -1.557103249100e-04      -3.892756186007e-04      -7.785512372697e-07      -7.785512373191e-05      -2.759632558703e+00      -1.512916766978e-03       4.076709263374e-01       4.079807591942e-01      -2.912887669821e+00      -1.198432437015e-02       3.756377085925e-03      -4.060695817892e+00       2.992849861714e-02 
       1.351858688163e+02       3.633635274114e-04      -3.677600909668e+00      -1.569627488074e-03      -1.557105830960e-04      -3.892756184893e-04      -7.785512372705e-07      -7.785512374888e-05      -2.759632584746e+00      -1.512918278267e-03       4.076709172829e-01       4.079807481327e-01      -2.912887638644e+00      -1.198432585612e-02       3.756354908135e-03      -4.060695992342e+00       2.992849923163e-02 
       1.351858735364e+02       3.633635426294e-04      -3.677600944036e+00      -1.569628998108e-03      -1.557108412807e-04      -3.892756183816e-04      -7.785512372722e-07      -7.785512376661e-05      -2.759632610789e+00      -1.512919789556e-03       4.076709082284e-01       4.079807370713e-01      -2.912887607466e+00      -1.198432734208e-02       3.756332730342e-03      -4.060696166792e+00       2.992849984612e-02 
       1.351858782565e+02       3.633635578475e-04      -3.677600978403e+00      -1.569630508142e-03      -1.557110994640e-04      -3.892756182777e-04      -7.785512372750e-07      -7.785512378509e-05      -2.759632636832e+00      -1.512921300844e-03       4.076708991740e-01       4.079807260098e-01      -2.912887576289e+00      -1.198432882805e-02       3.756310552548e-03      -4.060696341243e+00       2.992850046061e-02 
       1.351858829766e+02       3.633635730656e-04      -3.677601012770e+00      -1.569632018176e-03      -1.557113576459e-04      -3.892756181777e-04      -7.785512372787e-07      -7.785512380433e-05      -2.759632662876e+00      -1.512922812132e-03       4.076708901195e-01       4.079807149483e-01      -2.912887545112e+00      -1.198433031402e-02       3.756288374753e-03      -4.060696515693e+00       2.992850107510e-02 
       1.351859301777e+02       3.633637252466e-04      -3.677601356444e+00      -1.569647118530e-03      -1.557139393901e-04      -3.892756173859e-04      -7.785512373696e-07      -7.785512403848e-05      -2.759632923307e+00      -1.512937924978e-03       4.076707995749e-01       4.079806043337e-01      -2.912887233339e+00      -1.198434517367e-02       3.756066596723e-03      -4.060698260195e+00       2.992850722000e-02 
       1.351859773788e+02       3.633638774276e-04      -3.677601700116e+00      -1.569662218900e-03      -1.557165209973e-04      -3.892756169739e-04      -7.785512375584e-07      -7.785512434851e-05      -2.759633183739e+00      -1.512953037771e-03       4.076707090302e-01       4.079804937191e-01      -2.912886921564e+00      -1.198436003332e-02       3.755844818550e-03      -4.060700004697e+00       2.992851336489e-02 
       1.351860245798e+02       3.633640296086e-04      -3.677602043788e+00      -1.569677319287e-03      -1.557191024677e-04      -3.892756169415e-04      -7.785512378452e-07      -7.785512473443e-05      -2.759633444169e+00      -1.512968150510e-03       4.076706184856e-01       4.079803831046e-01      -2.912886609789e+00      -1.198437489295e-02       3.755623040234e-03      -4.060701749199e+00       2.992851950979e-02 
       1.351860717809e+02       3.633641817897e-04      -3.677602387458e+00      -1.569692419691e-03      -1.557216838013e-04      -3.892756172888e-04      -7.785512382300e-07      -7.785512519622e-05      -2.759633704598e+00      -1.512983263196e-03       4.076705279409e-01       4.079802724900e-01      -2.912886298013e+00      -1.198438975258e-02       3.755401261776e-03      -4.060703493701e+00       2.992852565468e-02 
       1.351863502952e+02       3.633650797478e-04      -3.677604415294e+00      -1.569781521317e-03      -1.557369124067e-04      -3.892756270635e-04      -7.785512425047e-07      -7.785512946496e-05      -2.759635241269e+00      -1.513072435862e-03       4.076699936739e-01       4.079796197997e-01      -2.912884458327e+00      -1.198447743294e-02       3.754092635284e-03      -4.060713787298e+00       2.992856191309e-02 
       1.351866288094e+02       3.633659777065e-04      -3.677606443092e+00      -1.569870623531e-03      -1.557521362538e-04      -3.892756500456e-04      -7.785512502173e-07      -7.785513637318e-05      -2.759636777913e+00      -1.513161606676e-03       4.076694594066e-01       4.079789671105e-01      -2.912882618604e+00      -1.198456511296e-02       3.752784003819e-03      -4.060724080901e+00       2.992859817140e-02 
       1.351869073236e+02       3.633668756659e-04      -3.677608470853e+00      -1.569959726330e-03      -1.557673553470e-04      -3.892756862267e-04      -7.785512613867e-07      -7.785514591918e-05      -2.759638314528e+00      -1.513250775647e-03       4.076689251391e-01       4.079783144223e-01      -2.912880778844e+00      -1.198465279266e-02       3.751475367381e-03      -4.060734374511e+00       2.992863442961e-02 
       1.351871858379e+02       3.633677736259e-04      -3.677610498577e+00      -1.570048829713e-03      -1.557825696907e-04      -3.892757355978e-04      -7.785512760330e-07      -7.785515810120e-05      -2.759639851115e+00      -1.513339942785e-03       4.076683908713e-01       4.079776617352e-01      -2.912878939048e+00      -1.198474047201e-02       3.750166725969e-03      -4.060744668128e+00       2.992867068772e-02 
       1.351877686636e+02       3.633696527210e-04      -3.677614741721e+00      -1.570235291524e-03      -1.558143922518e-04      -3.892758815568e-04      -7.785513180167e-07      -7.785519211585e-05      -2.759643066524e+00      -1.513526530231e-03       4.076672728484e-01       4.079762959096e-01      -2.912875088926e+00      -1.198492395092e-02       3.747428214668e-03      -4.060766208826e+00       2.992874656199e-02 
       1.351883514893e+02       3.633715318188e-04      -3.677618984700e+00      -1.570421755862e-03      -1.558461940760e-04      -3.892760851577e-04      -7.785513754916e-07      -7.785523765014e-05      -2.759646281810e+00      -1.513713109761e-03       4.076661548243e-01       4.079749300887e-01      -2.912871238642e+00      -1.198510742836e-02       3.744689681589e-03      -4.060787749555e+00       2.992882243582e-02 
       1.351889343151e+02       3.633734109193e-04      -3.677623227517e+00      -1.570608222708e-03      -1.558779752054e-04      -3.892763463191e-04      -7.785514486404e-07      -7.785529468779e-05      -2.759649496973e+00      -1.513899681453e-03       4.076650367991e-01       4.079735642725e-01      -2.912867388197e+00      -1.198529090434e-02       3.741951126731e-03      -4.060809290313e+00       2.992889830920e-02 
       1.351895171408e+02       3.633752900226e-04      -3.677627470169e+00      -1.570794692045e-03      -1.559097356818e-04      -3.892766649599e-04      -7.785515376445e-07      -7.785536321261e-05      -2.759652712014e+00      -1.514086245385e-03       4.076639187727e-01       4.079721984609e-01      -2.912863537591e+00      -1.198547437886e-02       3.739212550097e-03      -4.060830831102e+00       2.992897418213e-02 
       1.351900999665e+02       3.633771691285e-04      -3.677631712658e+00      -1.570981163852e-03      -1.559414755465e-04      -3.892770409996e-04      -7.785516426834e-07      -7.785544320852e-05      -2.759655926932e+00      -1.514272801635e-03       4.076628007451e-01       4.079708326540e-01      -2.912859686823e+00      -1.198565785192e-02       3.736473951686e-03      -4.060852371921e+00       2.992905005462e-02 
       1.351919567200e+02       3.633831555611e-04      -3.677645227196e+00      -1.571575237939e-03      -1.560424547661e-04      -3.892786207593e-04      -7.785520862901e-07      -7.785577435599e-05      -2.759666168128e+00      -1.514867078118e-03       4.076592389495e-01       4.079664815274e-01      -2.912847418056e+00      -1.198624234666e-02       3.727749239325e-03      -4.060920996395e+00       2.992929176455e-02 
       1.351938134736e+02       3.633891420211e-04      -3.677658740074e+00      -1.572169336338e-03      -1.561432265452e-04      -3.892807796724e-04      -7.785527001933e-07      -7.785622124654e-05      -2.759676408079e+00      -1.515461279797e-03       4.076556771423e-01       4.079621304483e-01      -2.912835147652e+00      -1.198682682657e-02       3.719024305969e-03      -4.060989621174e+00       2.992953346994e-02 
       1.351956702271e+02       3.633951285084e-04      -3.677672251290e+00      -1.572763458482e-03      -1.562437922061e-04      -3.892835151688e-04      -7.785534900705e-07      -7.785678336665e-05      -2.759686646785e+00      -1.516055409007e-03       4.076521153236e-01       4.079577794167e-01      -2.912822875611e+00      -1.198741129166e-02       3.710299151635e-03      -4.061058246260e+00       2.992977517079e-02 
       1.351975269806e+02       3.634011150231e-04      -3.677685760846e+00      -1.573357603824e-03      -1.563441530644e-04      -3.892868246892e-04      -7.785544615442e-07      -7.785746020494e-05      -2.759696884244e+00      -1.516649468016e-03       4.076485534937e-01       4.079534284325e-01      -2.912810601933e+00      -1.198799574191e-02       3.701573776339e-03      -4.061126871652e+00       2.993001686710e-02 
       1.351993837341e+02       3.634071015651e-04      -3.677699268740e+00      -1.573951771829e-03      -1.564443104280e-04      -3.892907056870e-04      -7.785556201763e-07      -7.785825125265e-05      -2.759707120458e+00      -1.517243459028e-03       4.076449916526e-01       4.079490774960e-01      -2.912798326619e+00      -1.198858017733e-02       3.692848180096e-03      -4.061195497351e+00       2.993025855887e-02 
       1.352012404876e+02       3.634130881345e-04      -3.677712774974e+00      -1.574545961979e-03      -1.565442655962e-04      -3.892951556310e-04      -7.785569714648e-07      -7.785915600398e-05      -2.759717355427e+00      -1.517837384180e-03       4.076414298006e-01       4.079447266069e-01      -2.912786049667e+00      -1.198916459793e-02       3.684122362924e-03      -4.061264123355e+00       2.993050024611e-02 
       1.352064642155e+02       3.634299306939e-04      -3.677750764046e+00      -1.576217751069e-03      -1.568244025669e-04      -3.893107052751e-04      -7.785618531453e-07      -7.786230701053e-05      -2.759746143464e+00      -1.519507977550e-03       4.076314089489e-01       4.079324862168e-01      -2.912751501324e+00      -1.199080870758e-02       3.659572257704e-03      -4.061457195089e+00       2.993118017649e-02 
       1.352116879433e+02       3.634467734699e-04      -3.677788739969e+00      -1.577889700956e-03      -1.571029777507e-04      -3.893306827912e-04      -7.785684209839e-07      -7.786634292913e-05      -2.759774921648e+00      -1.521178109458e-03       4.076213880157e-01       4.079202462028e-01      -2.912716940026e+00      -1.199245269979e-02       3.635020404302e-03      -4.061650269246e+00       2.993186007094e-02 
       1.352169116712e+02       3.634636164622e-04      -3.677826702743e+00      -1.579561801919e-03      -1.573800190715e-04      -3.893550335250e-04      -7.785767898076e-07      -7.787125283984e-05      -2.759803689980e+00      -1.522847820038e-03       4.076113670047e-01       4.079080065649e-01      -2.912682365775e+00      -1.199409657455e-02       3.610466803075e-03      -4.061843345827e+00       2.993253992948e-02 
       1.352221353990e+02       3.634804596711e-04      -3.677864652366e+00      -1.581234045015e-03      -1.576555539774e-04      -3.893837036350e-04      -7.785870708604e-07      -7.787702598513e-05      -2.759832448463e+00      -1.524517146205e-03       4.076013459195e-01       4.078957673030e-01      -2.912647778569e+00      -1.199574033182e-02       3.585911454383e-03      -4.062036424830e+00       2.993321975210e-02 
       1.352273591269e+02       3.634973030964e-04      -3.677902588837e+00      -1.582906422013e-03      -1.579296094472e-04      -3.894166400841e-04      -7.785993718785e-07      -7.788365176812e-05      -2.759861197098e+00      -1.526186121915e-03       4.075913247636e-01       4.078835284171e-01      -2.912613178412e+00      -1.199738397158e-02       3.561354358584e-03      -4.062229506257e+00       2.993389953880e-02 
       1.352325828547e+02       3.635141467382e-04      -3.677940512155e+00      -1.584578925345e-03      -1.582022119974e-04      -3.894537906296e-04      -7.786137971651e-07      -7.789111975066e-05      -2.759889935888e+00      -1.527854778397e-03       4.075813035405e-01       4.078712899074e-01      -2.912578565302e+00      -1.199902749380e-02       3.536795516035e-03      -4.062422590106e+00       2.993457928960e-02 
       1.352451887484e+02       3.635547946857e-04      -3.678031974487e+00      -1.588615487681e-03      -1.588542294450e-04      -3.895604873132e-04      -7.786579613992e-07      -7.791254799297e-05      -2.759959247763e+00      -1.531880432447e-03       4.075571200808e-01       4.078417574992e-01      -2.912494983653e+00      -1.200299315536e-02       3.477522955435e-03      -4.062888549793e+00       2.993621951552e-02 
       1.352577946421e+02       3.635954438937e-04      -3.678123360208e+00      -1.592652661357e-03      -1.594982922625e-04      -3.896907219799e-04      -7.787164182437e-07      -7.793868042210e-05      -2.760028502329e+00      -1.535904740256e-03       4.075329362963e-01       4.078122272812e-01      -2.912411326595e+00      -1.200695813183e-02       3.418240229719e-03      -4.063354523585e+00       2.993785953240e-02 
